position,title,year,duration,rating_value,rating_count,critic_rating_value,critic_count,directors,screenwriters,production_countries,world_premiere,polish_premiere,boxoffice,boxoffice_usa,boxoffice_outside_usa,budget,genres
401,Persepolis,2007,1h 35m,"7,8",41102,"7,8",44,"['Vincent Paronnaud', 'Marjane Satrapi']",['Vincent Paronnaud'],"['Francja', 'USA']",23.05.2007,25.01.2008,$22 783 978 ,$4 445 756 ,$18 338 222 ,$7 300 000,"['Dramat', 'Animacja dla dorosłych']"
402,Breaking the Waves,1996,2h 39m,"7,8",47099,"7,8",50,['Lars von Trier'],"['David Pirie', 'Lars von Trier']","['Dania', 'Francja', 'Holandia', 'Norwegia', 'Szwecja', 'Islandia', 'Hiszpania', 'Wielka Brytania']",13.05.1996,21.02.1997,$3 828 405 ,$3 803 298 ,$25 107 ,$7 500 000,['Dramat']
403,Popiół i diament,1958,1h 50m,"7,8",45771,"8,3",65,['Andrzej Wajda'],"['Andrzej Wajda', 'Jerzy Andrzejewski']",['Polska'],03.10.1958,,,,,,"['Dramat', 'Psychologiczny', 'Polityczny']"
404,Hooligans,2005,1h 49m,"7,5",360940,"6,4",38,['Lexi Alexander'],"['Lexi Alexander', 'Dougie Brimson']","['USA', 'Wielka Brytania']",12.03.2005,06.01.2006,$3 814 717 ,$346 830 ,$3 467 887 ,,['Dramat']
405,Murder in the First,1995,2h,"7,9",29771,"6,5",4,['Marc Rocco'],['Dan Gordon'],"['Francja', 'USA']",20.01.1995,31.12.1995,$29 481 942 ,$17 381 942 ,$12 100 000 ,,['Dramat sądowy']
406,Twardowsky,2015,9m,"7,7",58281,"6,5",24,['Tomasz Bagiński'],['Błażej Dzikowski'],['Polska'],15.12.2015,,,,,,"['Sci-Fi', 'Krótkometrażowy']"
407,"Poszukiwany, poszukiwana",1972,1h 23m,"7,5",146116,"7,7",56,['Stanisław Bareja'],"['Stanisław Bareja', 'Jacek Fedorowicz']",['Polska'],22.04.1973,,,,,,['Komedia']
408,Madagascar,2005,1h 26m,"7,5",404355,"7,1",59,"['Tom McGrath', 'Eric Darnell']","['Eric Darnell', 'Tom McGrath']",['USA'],25.05.2005,01.07.2005,$542 063 846 ,$193 595 521 ,$348 468 325 ,$75 000 000,"['Animacja', 'Familijny']"
409,Sweeney Todd: The Demon Barber of Fleet Street,2007,1h 56m,"7,5",213822,"6,1",53,['Tim Burton'],['John Logan'],"['Wielka Brytania', 'USA']",03.12.2007,22.02.2008,$153 383 627 ,$52 898 073 ,$100 485 554 ,$50 000 000,"['Musical', 'Thriller']"
410,The Nightmare Before Christmas,1993,1h 16m,"7,6",82260,"7,8",38,['Henry Selick'],"['Michael McDowell', 'Caroline Thompson']",['USA'],09.10.1993,16.12.1994,$107 798 585 ,$93 745 329 ,$14 053 256 ,$18 000 000,"['Animacja', 'Fantasy', 'Musical', 'Świąteczny']"
411,The Perks of Being a Wallflower,2012,1h 43m,"7,5",145211,"7,7",46,['Stephen Chbosky'],['Stephen Chbosky'],['USA'],08.09.2012,,$33 384 127 ,$17 742 948 ,$15 641 179 ,$13 000 000,['Melodramat']
412,The Patriot,2000,2h 45m,"7,5",146863,"5,4",23,['Roland Emmerich'],['Robert Rodat'],"['USA', 'Niemcy']",27.06.2000,28.07.2000,$215 294 342 ,$113 330 342 ,$101 964 000 ,$110 000 000,['Dramat historyczny']
413,Pora umierać,2007,1h 44m,"7,9",34524,"7,1",23,['Dorota Kędzierzawska'],['Dorota Kędzierzawska'],['Polska'],13.09.2007,,,,,,['Dramat']
414,What Dreams May Come,1998,1h 53m,"7,6",102043,"6,1",23,['Vincent Ward'],['Ronald Bass'],"['USA', 'Nowa Zelandia']",28.09.1998,23.04.1999,$82 782 927 ,$55 382 927 ,$27 400 000 ,$85 000 000,"['Fantasy', 'Melodramat']"
415,Le locataire,1976,2h 5m,"7,8",38238,"8,1",46,['Roman Polański'],"['Roman Polański', 'Gérard Brach']",['Francja'],24.05.1976,,$1 924 733 ,,,,"['Thriller', 'Psychologiczny']"
416,Smultronstället,1957,1h 31m,"7,9",32609,"8,4",48,['Ingmar Bergman'],['Ingmar Bergman'],['Szwecja'],26.12.1957,13.10.2006,,,,,['Dramat']
417,Lady and the Tramp,1955,1h 15m,"7,6",123183,"7,6",40,"['Hamilton Luske', 'Wilfred Jackson']","['Erdman Penner', 'Don DaGradi']",['USA'],16.06.1955,30.05.1997,$93 602 326 ,$4 000 000,,,"['Animacja', 'Familijny', 'Muzyczny', 'Romans']"
418,The Maker,2011,6m,"7,9",34245,"7,0",12,['Christopher Kezelos'],['Christopher Kezelos'],['Australia'],23.06.2011,,,,,,"['Animacja', 'Fantasy', 'Krótkometrażowy']"
419,Vozvrashchenie,2003,1h 45m,"7,9",33317,"8,3",37,['Andriej Zwiagincew'],"['Vladimir Moiseenko', 'Aleksandr Novototskiy-Vlasov']",['Rosja'],25.06.2003,19.03.2004,$8 482 993 ,$504 256 ,$7 978 737 ,,['Dramat']
420,Män som hatar kvinnor,2009,2h 32m,"7,6",84852,"7,1",22,['Niels Arden Oplev'],"['Nikolaj Arcel', 'Rasmus Heisterberg']","['Szwecja', 'Dania', 'Niemcy', 'Norwegia']",27.02.2009,06.11.2009,$104 395 170 ,$10 095 170 ,$94 300 000 ,$13 000 000,"['Kryminał', 'Thriller']"
421,"Monsters, Inc.",2001,1h 32m,"7,5",218395,"7,3",62,['Pete Docter'],"['Andrew Stanton', 'Daniel Gerson']",['USA'],28.10.2001,01.02.2002,$579 707 738 ,$290 642 256 ,$289 065 482 ,$115 000 000,"['Animacja', 'Familijny', 'Komedia']"
422,La leggenda del pianista sull'oceano,1998,2h 50m,"7,9",30078,"7,4",17,['Giuseppe Tornatore'],['Giuseppe Tornatore'],['Włochy'],28.10.1998,09.06.2000,$21 061 339 ,$167 435 ,$20 893 904 ,$9 000 000,"['Dramat', 'Muzyczny']"
423,Lucky Number Slevin,2006,1h 49m,"7,6",84573,"6,7",21,['Paul McGuigan'],['Jason Smilovic'],"['USA', 'Niemcy', 'Wielka Brytania', 'Kanada']",24.02.2006,18.08.2006,$56 308 881 ,$22 495 466 ,$33 813 415 ,,['Komedia kryminalna']
424,Hercules,1997,1h 32m,"7,6",127278,"7,4",32,"['John Musker', 'Ron Clements']","['Don McEnery', 'John Musker']",['USA'],13.06.1997,21.11.1997,$252 712 101 ,$99 112 101 ,$153 600 000 ,$85 000 000,"['Animacja', 'Familijny', 'Przygodowy']"
425,Kanał,1956,1h 35m,"7,8",39930,"8,2",48,['Andrzej Wajda'],['Jerzy Stefan Stawiński'],['Polska'],20.04.1957,,,,,,"['Dramat', 'Wojenny']"
426,The Color Purple,1985,2h 34m,"7,8",42509,"7,4",18,['Steven Spielberg'],['Menno Meyjes'],['USA'],16.12.1985,28.11.2014,$146 467 863 ,$98 467 863 ,$48 000 000 ,$15 000 000,['Dramat obyczajowy']
427,Enter the Dragon,1973,1h 38m,"7,6",93598,"7,2",39,['Robert Clouse'],"['Bruce Lee', 'Michael Allin']","['USA', 'Hongkong']",26.07.1973,,$90 000 000 ,$25 000 000 ,$65 000 000 ,$850 000,"['Akcja', 'Sztuki walki']"
428,Casino Royale,2006,2h 24m,"7,5",280202,"7,7",77,['Martin Campbell'],"['Paul Haggis', 'Robert Wade']","['USA', 'Wielka Brytania', 'Czechy', 'Niemcy', 'Bahamy']",14.11.2006,17.11.2006,$616 505 162 ,$167 445 960 ,$449 059 202 ,$150 000 000,['Sensacyjny']
429,Indiana Jones and the Temple of Doom,1984,1h 58m,"7,5",165735,"7,2",64,['Steven Spielberg'],"['Willard Huyck', 'Gloria Katz']",['USA'],08.05.1984,31.12.1990,$333 107 271 ,$179 870 271 ,$153 237 000 ,$28 000 000,['Przygodowy']
430,"Vabank II, czyli riposta",1984,1h 37m,"7,6",78693,"7,0",23,['Juliusz Machulski'],['Juliusz Machulski'],['Polska'],06.05.1985,,,,,,['Komedia kryminalna']
431,Enemy of the State,1998,2h 11m,"7,6",114116,"6,8",22,['Tony Scott'],['David Marconi'],['USA'],18.11.1998,25.12.1998,$250 649 836 ,$111 549 836 ,$139 100 000 ,$90 000 000,['Sensacyjny']
432,Witness for the Prosecution,1957,1h 56m,"8,2",19540,"8,0",35,['Billy Wilder'],"['Harry Kurnitz', 'Lawrence B. Marcus']",['USA'],17.12.1957,,,,,,"['Dramat sądowy', 'Kryminał']"
433,The Thin Red Line,1998,2h 50m,"7,6",98188,"8,0",47,['Terrence Malick'],['Terrence Malick'],['USA'],22.12.1998,12.03.1999,$98 126 565 ,$36 400 491 ,$61 726 074 ,$52 000 000,"['Dramat', 'Wojenny']"
434,The World's Fastest Indian,2005,2h 7m,"7,8",45176,"5,8",6,['Roger Donaldson'],['Roger Donaldson'],"['Nowa Zelandia', 'USA', 'Szwajcaria', 'Japonia']",10.09.2005,28.07.2006,$18 297 690 ,$5 128 124 ,$13 169 566 ,$25 000 000,"['Biograficzny', 'Dramat']"
435,Fear and Loathing in Las Vegas,1998,1h 58m,"7,5",170336,"7,0",47,['Terry Gilliam'],"['Tony Grisoni', 'Alex Cox']",['USA'],15.05.1998,29.10.1999,$10 680 275 ,$18 500 000,,,"['Dramat', 'Surrealistyczny', 'Komedia']"
436,Metropolis,1927,2h 33m,"8,0",25395,"7,9",45,['Fritz Lang'],"['Fritz Lang', 'Thea von Harbou']",['Niemcy'],10.01.1927,04.04.2008,$1 236 166 ,,,,"['Sci-Fi', 'Niemy']"
437,Back to the Future,1985,1h 56m,"7,5",355548,"8,2",72,['Robert Zemeckis'],"['Bob Gale', 'Robert Zemeckis']",['USA'],03.07.1985,,$384 577 472 ,$214 077 472 ,$170 500 000 ,$19 000 000,"['Komedia', 'Przygodowy', 'Sci-Fi']"
438,To Kill a Mockingbird,1962,2h 9m,"7,9",33629,"8,0",33,['Robert Mulligan'],['Horton Foote'],['USA'],20.12.1962,14.04.1965,$13 129 846 ,$2 000 000,,,['Dramat']
439,The Gentlemen,2019,1h 53m,"7,6",87258,"7,1",76,['Guy Ritchie'],['Guy Ritchie'],"['USA', 'Wielka Brytania']",03.12.2019,14.02.2020,$115 171 795 ,$36 471 795 ,$78 700 000 ,$22 000 000,"['Kryminał', 'Akcja']"
440,Isle of Dogs,2018,1h 41m,"7,7",46730,"7,2",64,['Wes Anderson'],['Wes Anderson'],"['USA', 'Niemcy']",15.02.2018,20.04.2018,$64 337 744 ,$32 015 231 ,$32 322 513 ,,"['Animacja', 'Komedia', 'Przygodowy']"
441,The Avengers,2012,2h 22m,"7,5",342270,"7,0",63,['Joss Whedon'],['Joss Whedon'],['USA'],11.04.2012,11.05.2012,$1 520 538 536 ,$623 357 910 ,$897 180 626 ,$220 000 000,"['Akcja', 'Sci-Fi']"
442,Tato,1995,1h 50m,"7,6",105144,"6,0",27,['Maciej Ślesicki'],['Maciej Ślesicki'],['Polska'],14.12.1995,,,,,,['Dramat obyczajowy']
443,Back to the Future Part II,1989,1h 48m,"7,5",185896,"8,0",54,['Robert Zemeckis'],['Bob Gale'],['USA'],listopada 1989,,$335 973 020 ,$119 000 002 ,$216 973 018 ,$40 000 000,"['Komedia', 'Sci-Fi', 'Przygodowy']"
444,Todo sobre mi madre,1999,1h 41m,"7,6",71563,"7,3",45,['Pedro Almodóvar'],['Pedro Almodóvar'],"['Francja', 'Hiszpania']",08.04.1999,01.10.1999,$67 872 296 ,$8 272 296 ,$59 600 000 ,,['Dramat']
445,Ondskan,2003,1h 53m,"7,7",51387,"7,4",14,['Mikael Håfström'],"['Mikael Håfström', 'Hans Gunnarsson']","['Szwecja', 'Dania']",16.05.2003,,,,,,['Dramat']
446,12 Years a Slave,2013,2h 13m,"7,5",152718,"7,1",67,['Steve McQueen'],['John Ridley'],"['USA', 'Wielka Brytania']",30.08.2013,31.01.2014,$187 733 202 ,$56 671 993 ,$131 061 209 ,$20 000 000,"['Biograficzny', 'Dramat historyczny']"
447,Dracula,1992,2h 8m,"7,5",149651,"7,5",59,['Francis Ford Coppola'],['James V. Hart'],"['USA', 'Wielka Brytania']",10.11.1992,31.12.1992,$215 862 692 ,$82 522 790 ,$133 339 902 ,$40 000 000,['Horror']
448,Treasure Planet,2002,1h 35m,"7,6",66227,"7,5",15,"['John Musker', 'Ron Clements']","['Ron Clements', 'John Musker']",['USA'],05.11.2002,29.11.2002,$110 041 363 ,$38 176 783 ,$71 864 580 ,$140 000 000,"['Animacja', 'Familijny', 'Przygodowy', 'Sci-Fi']"
449,Les douze travaux d'Astérix,1976,1h 22m,"7,6",78536,"7,7",18,"['Albert Uderzo', 'Pierre Watrin']","['Pierre Tchernia', 'René Goscinny']","['Francja', 'Wielka Brytania']",12.03.1976,,,,,,"['Animacja', 'Familijny', 'Komedia', 'Przygodowy']"
450,Rejs,1970,1h 5m,"7,5",131952,"7,7",66,['Marek Piwowski'],"['Marek Piwowski', 'Janusz Głowacki']",['Polska'],19.10.1970,,,,,,['Komedia']
451,Trois couleurs Blanc,1994,1h 31m,"7,7",48343,"7,2",53,['Krzysztof Kieślowski'],"['Krzysztof Kieślowski', 'Krzysztof Piesiewicz']","['Francja', 'Polska', 'Szwajcaria']",26.01.1994,,$1 249 815 ,$1 237 219 ,$12 596 ,,"['Dramat', 'Psychologiczny']"
452,Harry Potter and the Order of the Phoenix,2007,2h 18m,"7,5",335229,"6,2",60,['David Yates'],['Michael Goldenberg'],"['USA', 'Wielka Brytania']",28.06.2007,27.07.2007,$942 603 391 ,$292 382 727 ,$650 220 664 ,$150 000 000,"['Przygodowy', 'Familijny', 'Fantasy']"
453,The Phantom of the Opera,2004,2h 23m,"7,6",80426,"5,4",13,['Joel Schumacher'],"['Joel Schumacher', 'Andrew Lloyd Webber']","['USA', 'Wielka Brytania']",09.12.2004,14.01.2005,$154 648 887 ,$51 268 815 ,$103 380 072 ,$70 000 000,"['Melodramat', 'Musical']"
454,Shrek 2,2004,1h 32m,"7,5",313976,"7,5",60,"['Andrew Adamson', 'Kelly Asbury']","['David N. Weiss', 'Joe Stillman']",['USA'],08.05.2004,02.07.2004,$930 793 672 ,$443 256 807 ,$487 536 865 ,$150 000 000,"['Animacja', 'Familijny', 'Komedia']"
455,Guardians of the Galaxy,2014,2h 1m,"7,5",270327,"7,1",81,['James Gunn'],"['James Gunn', 'Nicole Perlman']",['USA'],21.07.2014,01.08.2014,$773 350 147 ,$333 718 600 ,$439 631 547 ,$170 000 000,"['Akcja', 'Sci-Fi']"
456,We Were Soldiers,2002,2h 15m,"7,6",76185,"5,3",12,['Randall Wallace'],['Randall Wallace'],"['USA', 'Niemcy']",25.02.2002,12.07.2002,$114 660 784 ,$78 122 718 ,$36 538 066 ,$75 000 000,"['Dramat', 'Wojenny']"
457,The Fast and the Furious,2001,1h 46m,"7,5",313164,"6,1",45,['Rob Cohen'],"['Gary Scott Thompson', 'David Ayer']","['USA', 'Niemcy']",18.06.2001,21.09.2001,$207 517 509 ,$144 745 925 ,$62 771 584 ,$38 000 000,['Akcja']
458,The Exorcist,1973,2h 2m,"7,5",131689,"8,3",51,['William Friedkin'],['William Peter Blatty'],['USA'],19.06.1973,24.10.2014,$441 306 145 ,$232 906 145 ,$208 400 000 ,$8 000 000,['Horror']
459,Before Sunrise,1995,1h 40m,"7,7",56059,"8,3",59,['Richard Linklater'],"['Richard Linklater', 'Kim Krizan']","['Austria', 'Szwajcaria', 'USA']",27.01.1995,14.07.1995,$22 735 405 ,$5 535 405 ,$17 200 000 ,$2 500 000,"['Dramat', 'Romans']"
460,Vincent,1982,6m,"7,7",43271,"7,7",29,['Tim Burton'],['Tim Burton'],['USA'],01.10.1982,01.12.1994,,,,,"['Animacja', 'Dramat', 'Krótkometrażowy']"
461,Erin Brockovich,2000,2h 10m,"7,6",94650,"7,2",43,['Steven Soderbergh'],['Susannah Grant'],['USA'],14.03.2000,19.05.2000,$256 271 286 ,$125 595 205 ,$130 676 081 ,$52 000 000,['Dramat']
462,Hable con ella,2002,1h 52m,"7,6",65762,"7,6",27,['Pedro Almodóvar'],['Pedro Almodóvar'],['Hiszpania'],15.03.2002,17.01.2003,$64 803 131 ,$9 357 911 ,$55 445 220 ,,['Dramat']
463,Atonement,2007,2h 3m,"7,5",126540,"7,1",48,['Joe Wright'],['Christopher Hampton'],"['Wielka Brytania', 'Francja', 'USA']",29.08.2007,08.02.2008,$129 266 061 ,$50 927 067 ,$78 338 994 ,$30 000 000,['Melodramat']
464,Plac Zbawiciela,2006,1h 45m,"7,6",84893,"7,6",47,"['Krzysztof Krauze', 'Joanna Kos-Krauze']","['Krzysztof Krauze', 'Joanna Kos-Krauze']",['Polska'],29.07.2006,,,,,,['Dramat']
465,A Walk to Remember,2002,1h 41m,"7,5",236075,"5,1",26,['Adam Shankman'],['Karen Janszen'],['USA'],23.01.2002,28.06.2002,$47 494 916 ,$41 281 092 ,$6 213 824 ,$11 800 000,"['Melodramat', 'Dla młodzieży']"
466,Sound of Metal,2019,2h,"7,7",44930,"7,7",85,['Darius Marder'],"['Abraham Marder', 'Darius Marder']",['USA'],06.08.2019,05.03.2021,,,,,['Dramat']
467,Hidden Figures,2016,2h 7m,"7,6",67980,"6,2",57,['Theodore Melfi'],"['Allison Schroeder', 'Theodore Melfi']",['USA'],01.12.2016,24.02.2017,$236 225 193 ,$169 607 287 ,$66 617 906 ,$25 000 000,"['Biograficzny', 'Dramat']"
468,The Truman Show,1998,1h 43m,"7,4",522627,"8,0",83,['Peter Weir'],['Andrew Niccol'],['USA'],01.06.1998,23.10.1998,$264 118 201 ,$125 618 201 ,$138 500 000 ,$60 000 000,"['Dramat', 'Komedia', 'Sci-Fi']"
469,Dirty Dancing,1987,1h 40m,"7,4",300167,"7,0",45,['Emile Ardolino'],['Eleanor Bergstein'],['USA'],12.05.1987,,$217 688 008 ,$64 577 242 ,$153 110 766 ,$6 000 000,"['Muzyczny', 'Melodramat']"
470,Control,2007,2h 1m,"7,7",43917,"6,7",24,['Anton Corbijn'],['Matt Greenhalgh'],"['USA', 'Wielka Brytania', 'Australia', 'Japonia']",17.05.2007,,$8 159 508 ,$872 252 ,$7 287 256 ,,"['Dramat', 'Biograficzny', 'Muzyczny']"
471,One Day,2011,1h 48m,"7,5",170493,"6,1",24,['Lone Scherfig'],['David Nicholls'],['USA'],08.08.2011,11.11.2011,$59 389 433 ,$13 843 771 ,$45 545 662 ,$15 000 000,['Melodramat']
472,City of Angels,1998,1h 54m,"7,5",148871,"5,6",23,['Brad Silberling'],"['Peter Handke', 'Wim Wenders']","['Niemcy', 'USA']",10.04.1998,06.11.1998,$198 685 114 ,$78 685 114 ,$120 000 000 ,$55 000 000,"['Fantasy', 'Melodramat']"
473,The Thing,1982,1h 49m,"7,5",107280,"8,4",58,['John Carpenter'],['Bill Lancaster'],"['USA', 'Kanada']",25.06.1982,,$19 629 760 ,$15 000 000,,,"['Horror', 'Sci-Fi']"
474,The Straight Story,1999,1h 52m,"7,7",52297,"7,6",42,['David Lynch'],"['John Roach', 'Mary Sweeney']","['Francja', 'USA', 'Wielka Brytania']",21.05.1999,07.01.2000,$6 416 569 ,$6 203 044 ,$213 525 ,$10 000 000,['Dramat obyczajowy']
475,Skazany na bluesa,2005,1h 37m,"7,5",236011,"5,3",39,['Jan Kidawa-Błoński'],"['Przemysław Angerman', 'Jan Kidawa-Błoński']",['Polska'],12.08.2005,,,,,,"['Dramat', 'Muzyczny']"
476,V for Vendetta,2005,2h 12m,"7,4",298201,"7,2",54,['James McTeigue'],"['Lilly Wachowski', 'Lana Wachowski']","['USA', 'Niemcy', 'Wielka Brytania']",13.02.2006,07.04.2006,$132 511 035 ,$70 511 035 ,$62 000 000 ,$54 000 000,"['Thriller', 'Sci-Fi']"
477,Who Am I - Kein System ist sicher,2014,1h 45m,"7,7",55155,"8,3",3,['Baran bo Odar'],"['Baran bo Odar', 'Jantje Friese']",['Niemcy'],06.09.2014,09.01.2015,,,,,['Thriller']
478,Felon,2008,1h 44m,"7,6",81280,"5,9",11,['Ric Roman Waugh'],['Ric Roman Waugh'],['USA'],17.07.2008,13.11.2008,,,,,"['Dramat', 'Kryminał']"
479,Anastasia,1997,1h 34m,"7,6",91384,"6,3",20,"['Don Bluth', 'Gary Goldman']","['Noni White', 'Susan Gauthier']",['USA'],14.11.1997,23.01.1998,$139 804 348 ,$58 406 347 ,$81 398 001 ,$53 000 000,"['Animacja', 'Familijny', 'Musical', 'Przygodowy']"
480,As Good as It Gets,1997,2h 19m,"7,5",121147,"7,7",43,['James L. Brooks'],"['James L. Brooks', 'Mark Andrus']",['USA'],06.12.1997,27.02.1998,$314 178 011 ,$148 478 011 ,$165 700 000 ,$50 000 000,"['Dramat', 'Komedia', 'Romans']"
481,The Magnificent Seven,1960,2h 8m,"7,7",44412,"7,2",28,['John Sturges'],"['Walter Newman', 'Walter Bernstein']",['USA'],12.10.1960,,$4 905 000 ,,,,['Western']
482,The Passion of the Christ,2004,2h 7m,"7,5",241586,"6,9",46,['Mel Gibson'],"['Benedict Fitzgerald', 'Mel Gibson']",['USA'],25.02.2004,05.03.2004,$612 054 506 ,$370 782 930 ,$241 271 576 ,$30 000 000,"['Dramat', 'Biblijny']"
483,Fa yeung nin wa,2000,1h 38m,"7,9",27919,"8,5",55,['Kar-Wai Wong'],['Kar-Wai Wong'],"['Francja', 'Hongkong']",20.05.2000,16.02.2001,$15 064 528 ,$2 738 980 ,$12 325 548 ,,['Melodramat']
484,Moana,2016,1h 47m,"7,5",124018,"7,2",41,"['Ron Clements', 'John Musker']",['Jared Bush'],['USA'],16.11.2016,25.11.2016,$665 069 139 ,$248 757 044 ,$416 312 095 ,$150 000 000,"['Animacja', 'Familijny', 'Przygodowy']"
485,The Bridges of Madison County,1995,2h 15m,"7,6",81768,"7,3",40,['Clint Eastwood'],['Richard LaGravenese'],['USA'],02.06.1995,08.03.1996,$182 016 617 ,$71 516 617 ,$110 500 000 ,$24 000 000,['Melodramat']
486,Me Before You,2016,1h 50m,"7,5",189790,"5,5",34,['Thea Sharrock'],['Jojo Moyes'],"['USA', 'Wielka Brytania']",23.05.2016,10.06.2016,$207 945 075 ,$56 245 075 ,$151 700 000 ,$20 000 000,['Melodramat']
487,The Holdovers,2023,2h 13m,"7,7",49849,"8,0",93,['Alexander Payne'],['David Hemingson'],['USA'],31.08.2023,26.01.2024,$45 639 859 ,$20 355 375 ,$25 284 484 ,$13 000 000,"['Dramat', 'Komedia', 'Świąteczny']"
488,Chocolat,2000,2h 1m,"7,4",219360,"7,1",40,['Lasse Hallström'],['Robert Nelson Jacobs'],"['USA', 'Wielka Brytania']",15.12.2000,08.06.2001,$152 699 946 ,$71 509 363 ,$81 190 583 ,$25 000 000,"['Dramat', 'Komedia', 'Romans']"
489,Pocahontas,1995,1h 21m,"7,5",171523,"7,3",41,"['Eric Goldberg', 'Mike Gabriel']","['Philip LaZebnik', 'Susannah Grant']",['USA'],15.06.1995,17.11.1995,$346 079 773 ,$141 579 773 ,$204 500 000 ,$55 000 000,"['Animacja', 'Romans']"
490,Promising Young Woman,2020,1h 53m,"7,6",73594,"7,9",87,['Emerald Fennell'],['Emerald Fennell'],"['Wielka Brytania', 'USA']",25.01.2020,05.03.2021,$17 218 161 ,$6 460 965 ,$10 757 196 ,,"['Dramat', 'Kryminał']"
491,Amour,2012,2h 7m,"7,7",48676,"8,0",70,['Michael Haneke'],['Michael Haneke'],"['Francja', 'Niemcy', 'Austria']",20.05.2012,02.11.2012,$19 839 492 ,$6 739 492 ,$13 100 000 ,$8 900 000,['Melodramat']
492,Captain Fantastic,2016,1h 58m,"7,6",81405,"7,3",65,['Matt Ross'],['Matt Ross'],['USA'],23.01.2016,10.03.2017,$23 149 433 ,$5 879 835 ,$17 269 598 ,,['Dramat']
493,Escape from Alcatraz,1979,1h 52m,"7,6",81286,"7,5",31,['Don Siegel'],['Richard Tuggle'],['USA'],22.06.1979,,$43 000 000 ,,,,"['Dramat', 'Thriller']"
494,Toy Story,1995,1h 20m,"7,5",196869,"8,0",57,['John Lasseter'],"['Joss Whedon', 'Andrew Stanton']",['USA'],19.11.1995,05.04.1996,$394 436 586 ,$223 225 679 ,$171 210 907 ,$30 000 000,"['Animacja', 'Familijny', 'Komedia']"
495,Kill Bill: Vol. 2,2004,2h 16m,"7,4",239051,"7,5",70,['Quentin Tarantino'],['Quentin Tarantino'],['USA'],08.04.2004,23.04.2004,$152 159 461 ,$66 208 183 ,$85 951 278 ,$30 000 000,"['Thriller', 'Akcja']"
496,Brothers,2009,1h 44m,"7,5",141202,"6,3",25,['Jim Sheridan'],['David Benioff'],['USA'],22.11.2009,21.05.2010,$43 318 349 ,$28 544 157 ,$14 774 192 ,$26 000 000,['Dramat']
497,The Bone Collector,1999,1h 58m,"7,5",191041,"5,5",37,['Phillip Noyce'],['Jeremy Iacone'],['USA'],29.08.1999,03.03.2000,$151 493 655 ,$66 518 655 ,$84 975 000 ,$73 000 000,"['Kryminał', 'Thriller']"
498,Le scaphandre et le papillon,2007,1h 52m,"7,6",62808,"7,3",38,['Julian Schnabel'],['Ronald Harwood'],"['Francja', 'USA']",22.05.2007,18.01.2008,$19 777 647 ,$6 003 227 ,$13 774 420 ,,"['Biograficzny', 'Dramat']"
499,Sin City,2005,2h 4m,"7,4",270540,"7,3",72,"['Robert Rodriguez', 'Frank Miller']","['Robert Rodriguez', 'Frank Miller']",['USA'],28.03.2005,10.06.2005,$158 753 820 ,$74 103 820 ,$84 650 000 ,$40 000 000,['Kryminał']
500,The Last King of Scotland,2006,2h 3m,"7,5",87929,"7,0",27,['Kevin Macdonald'],"['Jeremy Brock', 'Peter Morgan']","['Wielka Brytania', 'Niemcy', 'USA']",01.09.2006,09.02.2007,$48 363 516 ,$17 606 684 ,$30 756 832 ,$6 000 000,['Dramat']
